0,1,2,3
02021,1996,198400.0,1.0
02021,1997,218602.75129711212,1.1018283835539926
02021,1998,223835.65997563646,1.1282039313288128
02021,1999,226079.0220769629,1.139511199984692
02021,2000,221381.0859558013,1.1158320864707727
02021,2001,220429.13592769305,1.1110339512484528
02021,2002,217919.58333479703,1.0983849966471624
02021,2003,218328.54773075655,1.100446309126797
02021,2004,213925.46821943746,1.0782533680415194
02021,2005,210755.06860250857,1.0622735312626441
02021,2006,206863.43170189927,1.042658425916831
02021,2007,202492.71868417985,1.0206286224001
02021,2008,196569.99212394631,0.9907761699795681
02021,2009,197626.30417681715,0.9961003234718606
02021,2010,201978.3620253441,1.018036098918065
02021,2011,202574.74405923559,1.0210420567501794
02021,2012,204624.20168405146,1.0313719842946143
02021,2013,211322.74685220994,1.065134812763155
02021,2014,217701.90941629052,1.0972878498804965
02021,2015,213838.72103707187,1.0778161342594348
02021,2016,207652.32061942402,1.0466346805414517
02026,1996,164022.22,1.0
02026,1997,173240.87461620613,1.056203693720315
02026,1998,177585.62303388183,1.0826924732141892
02026,1999,178078.35972930054,1.085696558242539
02026,2000,181512.30166504212,1.1066323920322632
02026,2001,184927.4868705802,1.127453871009551
02026,2002,182629.39752713128,1.1134430294086453
02026,2003,184074.42334646694,1.1222529688140237
02026,2004,180175.12973847892,1.0984800092236218
02026,2005,174040.96302975315,1.061081620708177
02026,2006,170170.59937561248,1.0374850393782773
02026,2007,165582.1927078071,1.0095107401168395
02026,2008,165677.06031590144,1.010089122778008
02026,2009,169465.10972945127,1.0331838560010422
02026,2010,175322.78927135677,1.0688965755454156
02026,2011,165700.86633363305,1.010234261758151
02026,2012,167461.53963852875,1.0209686202182164
02026,2013,175241.5094449906,1.0684010339878987
02026,2014,182346.89659827657,1.1117206961244432
02026,2015,182436.97923898467,1.1122699061077497
02026,2016,182610.03661350714,1.1133249910500367
02108,1996,265311.11,1.0
02108,1997,289816.2877697682,1.0923639336843762
02108,1998,289092.8839737369,1.0896373090962415
02108,1999,305240.1532646429,1.1504989491945623
02108,2000,316140.31830427767,1.1915834142953068
02108,2001,309022.69361705147,1.1647559486560948
02108,2002,290760.0085364783,1.0959209681663098
02108,2003,278699.3992176588,1.050462603008441
02108,2004,268168.9249030366,1.010771561368224
02108,2005,267352.47799986904,1.0076942424305904
02108,2006,265361.6208885155,1.0001903836161083
02108,2007,269529.4111695099,1.015899451664538
02108,2008,276887.62909812585,1.043633751704276
02108,2009,285746.1499661948,1.077022933439142
02108,2010,311854.8626818877,1.175430846759066
02108,2011,309447.9480722905,1.1663588007011487
02108,2012,318087.2641972428,1.1989217647057555
02108,2013,323501.07220631605,1.2193272728244062
02108,2014,332870.6847609766,1.2546428408556904
02108,2015,362392.9655546093,1.3659170381316084
02108,2016,359023.4882845652,1.3532169394812197
02109,1996,203255.56,1.0
02109,1997,229038.84083566949,1.1268515401776438
02109,1998,251328.0587636529,1.2365125891938842
02109,1999,272459.73872331786,1.3404786502436532
02109,2000,281623.50777712086,1.3855636115298438
02109,2001,291991.6448027605,1.4365739604011842
02109,2002,280663.125145223,1.3808386109842359
02109,2003,240597.93435147437,1.1837212932894645
02109,2004,225130.5936935653,1.1076232979484806
02109,2005,231083.30708426476,1.1369101395517287
02109,2006,232347.89752578278,1.1431318165455489
02109,2007,237918.33695838027,1.1705379029158183
02109,2008,255049.17679331367,1.2548201721680512
02109,2009,262028.81906933815,1.2891594162016435
02109,2010,267100.93281297793,1.3141137827323293
02109,2011,262527.79453824885,1.291614332903114
02109,2012,274120.1092022972,1.3486475312276682
02109,2013,300723.34366498474,1.4795331732375967
02109,2014,313011.2419993845,1.5399885838271017
02109,2015,323907.0366959365,1.593594963384699
02109,2016,327687.29256228905,1.6121934994658402
02110,1996,233522.22,1.0
02110,1997,283231.91986161174,1.2128692501365042
02110,1998,304042.6254908843,1.301985847389102
02110,1999,325975.4043873255,1.395907440359746
02110,2000,356974.82494047715,1.5286546391194686
02110,2001,378309.5999758598,1.6200154314045996
02110,2002,349952.02911235177,1.4985812875209552
02110,2003,316486.5221542199,1.3552736958145564
02110,2004,273817.1335538973,1.1725528027007337
02110,2005,269876.18540589075,1.155676686380811
02110,2006,299150.46656586864,1.2810364108643222
02110,2007,289458.21891831496,1.2395318052317033
02110,2008,306113.2599813814,1.3108528172667313
02110,2009,295529.34234983526,1.2655298598558855
02110,2010,304852.3416047629,1.3054532523918405
02110,2011,314391.0133113531,1.3463002077975839
02110,2012,334957.7263127492,1.4343719681696636
02110,2013,371702.06986397563,1.5917203504830317
02110,2014,375077.5070752975,1.606174808869569
02110,2015,384802.06161346217,1.6478177606116546
02110,2016,401228.0452974622,1.7181578922017022
02111,1996,221544.44,1.0
02111,1997,264849.4715992525,1.19546882602539
02111,1998,287635.7415419239,1.2983207411656275
02111,1999,304131.39338577446,1.3727782714193795
02111,2000,320451.8046963136,1.4464448067228117
02111,2001,331529.5838019368,1.496447321367834
02111,2002,314505.30731572676,1.4196037026057922
02111,2003,293513.18999761547,1.3248501745185546
02111,2004,278151.5327802266,1.2555112318784738
02111,2005,271878.3753163787,1.227195660231323
02111,2006,268094.56792570814,1.2101164349947493
02111,2007,272946.2106099172,1.232015620026019
02111,2008,282667.33652917587,1.2758945181796297
02111,2009,291976.7600734055,1.3179150877061303
02111,2010,303876.93379506224,1.3716297000956659
02111,2011,310196.767353826,1.4001559567634647
02111,2012,323834.917740305,1.4617153910082556
02111,2013,336206.38612314564,1.517557317724361
02111,2014,345646.33011694707,1.5601670261593885
02111,2015,378191.170592151,1.7070668557159503
02111,2016,388719.51870013407,1.7545893668111647
02113,1996,122533.33,1.0
02113,1997,138158.95207137454,1.1275214023104942
02113,1998,148603.88309830072,1.2127629527272352
02113,1999,164614.84691446932,1.3434291462940682
02113,2000,177481.19268787652,1.448431971022713
02113,2001,183814.60154639176,1.500119204679998
02113,2002,179963.30820400224,1.4686886270372497
02113,2003,173683.5149757576,1.4174389529424982
02113,2004,163163.02057353433,1.3315807264320192
02113,2005,163749.20037600666,1.3363645660817889
02113,2006,157542.9979896402,1.2857154701471036
02113,2007,167798.18715268333,1.3694085287054822
02113,2008,176335.02260721006,1.4390780256050337
02113,2009,178126.87275195585,1.4537013949751945
02113,2010,181239.14944505133,1.4791008246087112
02113,2011,183529.66241049723,1.4977938036165117
02113,2012,190062.3270148076,1.5511071723490057
02113,2013,207076.41118121802,1.6899598760697845
02113,2014,216021.9572189167,1.7629648783634355
02113,2015,224014.6089737942,1.828193267691282
02113,2016,221801.0125234595,1.8101280078119113
02114,1996,135311.11,1.0
02114,1997,158276.40990521963,1.1697222046675964
02114,1998,168931.35918898272,1.2484662877200752
02114,1999,185998.0731497895,1.3745957235129438
02114,2000,210670.9085808792,1.5569372580040117
02114,2001,221398.0679361563,1.6362150006467047
02114,2002,204545.11938021454,1.5116653716033706
02114,2003,184255.939666625,1.361720701771089
02114,2004,183267.15411826983,1.354413204638332
02114,2005,194978.24970115887,1.4409626061094236
02114,2006,176196.91557795508,1.3021614823642722
02114,2007,176586.40782166866,1.3050399765523222
02114,2008,201990.71650298714,1.4927873735053032
02114,2009,198337.6546720898,1.4657898724804623
02114,2010,206646.7047247105,1.5271968778078202
02114,2011,217737.22394400596,1.6091599865229542
02114,2012,229871.42322013748,1.6988362834370179
02114,2013,232870.38776537695,1.7209997594829942
02114,2014,228509.60863254,1.6887719613898668
02114,2015,262428.0195432342,1.939441776386538
02114,2016,277411.67540424346,2.050176629282278
02115,1996,136188.89,1.0
02115,1997,157270.09900992303,1.1547938969905915
02115,1998,164093.0150930151,1.2048928153611875
02115,1999,172289.761993131,1.2650794201577749
02115,2000,185263.04693437307,1.3603389155633256
02115,2001,196023.14119877308,1.4393475209231315
02115,2002,186934.27175083116,1.3726102896560148
02115,2003,177871.75374308776,1.3060665502383324
02115,2004,174499.13490985718,1.2813022773726783
02115,2005,174201.42995145585,1.2791163064142446
02115,2006,171174.9847421718,1.256893897455011
02115,2007,177237.94980666848,1.3014126909079622
02115,2008,191177.19064776166,1.4037649521026394
02115,2009,201304.411312392,1.4781265293548687
02115,2010,203021.92342254752,1.4907377791429792
02115,2011,205232.39473917917,1.5069687016259488
02115,2012,214785.45972717475,1.5771144013816012
02115,2013,225190.75293710898,1.653517793831119
02115,2014,251712.9578364793,1.8482635245538699
02115,2015,257576.72569381222,1.8913196641356882
02115,2016,258324.4616068044,1.8968100966738504
02116,1996,244877.78,1.0
02116,1997,288454.30649668496,1.1779521461550533
02116,1998,308534.7979703921,1.2599542431754818
02116,1999,315118.1979817564,1.2868386751209375
02116,2000,332781.9069621771,1.358971430409803
02116,2001,348488.6559583653,1.4231126072703097
02116,2002,316760.4748698325,1.2935451916863692
02116,2003,295425.7881910774,1.206421375557543
02116,2004,287955.52146630967,1.1759152727793827
02116,2005,284912.6660939268,1.1634892561257573
02116,2006,276700.98913061735,1.1299554787315425
02116,2007,290435.5277289861,1.1860427995099683
02116,2008,313233.1921597512,1.2791409337333555
02116,2009,328623.97537588136,1.3419918106733955
02116,2010,329718.95062486344,1.3464633280523184
02116,2011,345088.22348552966,1.4092263638029128
02116,2012,374875.1040335033,1.5308661489560353
02116,2013,392116.5133906673,1.601274372018022
02116,2014,403616.7057899056,1.6482373606535703
02116,2015,423707.85507620923,1.730282980661656
02116,2016,425632.28280959645,1.7381417081190316
02118,1996,149722.22,1.0
02118,1997,181187.23334000804,1.2101559363734256
02118,1998,202356.96467491172,1.351549320300699
02118,1999,223587.90789940173,1.493351540602335
02118,2000,236714.2763762164,1.5810230196708037
02118,2001,240018.16378262473,1.6030898004492902
02118,2002,232898.58691550093,1.555537894879604
02118,2003,225297.13906368866,1.5047675559692386
02118,2004,214397.802678326,1.4319705029642626
02118,2005,214817.7982078886,1.4347756679528838
02118,2006,209490.84400018663,1.3991967524939626
02118,2007,218955.4792455213,1.4624113858685859
02118,2008,233864.8812310745,1.5619918087714335
02118,2009,242408.03758813487,1.6190518520773662
02118,2010,250029.0963556915,1.669953172987226
02118,2011,255701.8611083358,1.7078417693000798
02118,2012,268424.43574166024,1.7928162950139281
02118,2013,282263.56310489745,1.8852483158805515
02118,2014,303167.5162125564,2.0248665576329046
02118,2015,314689.19043102016,2.1018202270245534
02118,2016,322680.27910784446,2.15519299077882
02119,1996,73388.89,1.0
02119,1997,85848.3629154986,1.1697732846960704
02119,1998,93900.84199615964,1.2794966921581679
02119,1999,101552.32310916613,1.3837560850036856
02119,2000,109537.90464038606,1.492567943736253
